id,age_asvab,hgc_mom,hgc_dad,asvab_general_sci,asvab_arith_reasoning,asvab_word_know,asvab_para_comp,asvab_nmbr_oper,asvab_coding_speed,asvab_autoshop_info,asvab_math_know,asvab_mech_comp,asvab_electr_info,abl_social
28,14,12,12,-1135.4576,-629.11066,-793.9295,-348.05942,15734.134,6120.1748,-831.5954,-1099.0414,-39.910347,-236.15149,1.0268364
31,15,12,12,-493.72952,853.24158,-1401.5831,706.66974,25636.439,12770.678,-1473.9958,1541.5278,-1678.307,-48.22543,-1.6440636
32,16,16,16,-237.83165,-12.918341,-1015.1747,-365.81262,20604.252,9468.0967,-1545.6945,976.71259,-457.29907,-1371.5074,-.10613076
33,17,14,16,1188,1349,1508,957,25801,13084,-712,1647,746,-83.000023,-.46114615
35,14,,,668.5423,85.889366,62.07048,1074.9406,12618.134,9453.1748,-743.09534,350.95868,-97.910347,526.84851,-1.6092447
36,17,15,16,-153.99998,-474,49.000015,792,15206,7682,-946,88.000023,-481,-429.00003,1.4053438
37,17,,11,955,1303,436.00003,176.00002,,,-967,1802,719,190.99997,-.90911782
38,16,,11,607.16833,1337.0817,-314.17471,96.187393,25608.252,7816.0967,-1123.1945,1326.7126,8.7009354,-629.50745,-.55410248
41,14,12,12,873.5423,795.88934,809.0705,820.94061,29146.133,6693.1748,-601.09534,1919.9586,174.08965,-331.15149,1.009444
43,16,,,-971.83167,-354.91833,-1006.1747,-455.81262,17874.252,3286.0964,-1643.1945,-156.28738,-671.29907,-912.50745,-.3674182
49,15,12,,-663.72949,436.24158,-428.58316,1230.6698,30946.439,12069.678,-1260.4958,1291.5278,-216.30704,-1258.2255,1.3618244
51,17,12,,-814,-191,581,312,24708,4752,-1224,457.00003,61.000008,-392.00003,-.46114615
52,14,12,,-485.4577,-408.11063,-403.9295,-544.05939,18887.133,5312.1748,-1045.0953,59.958675,-296.91034,-542.15149,-.42605686
53,13,12,12,-162.32457,160.36322,-130.22942,71.950638,22761.375,9616.251,-825.12146,239.73581,324.62952,-274.82242,1.452593
56,15,18,16,1792.2705,1270.2416,1125.4169,1495.6698,23969.439,13660.678,-413.99585,1624.5278,-51.30703,729.7746,-.2092258
59,16,16,,779.16833,-208.91833,619.82526,568.18738,22866.252,8909.0967,-720.69446,862.71259,125.70094,-631.50745,1.0511
60,13,14,,-404.32458,-1358.6368,-1457.2294,-1613.0493,10589.375,5648.2505,-1116.6216,-1174.2642,-362.37048,-1178.8224,.020143101
61,14,12,12,-536.4577,-275.11063,-494.9295,227.9406,19243.133,9523.1748,-1405.5955,633.95868,-548.91034,-884.15149,.64286059
62,17,14,14,623,225,713,389,16212,4495,-565.5,1223,335,678,1.4053438
63,13,14,14,-51.32457,-365.63678,-162.22942,693.95062,13294.375,6665.2505,-1166.6216,-14.264194,-738.37048,-974.82239,.005356865
64,17,15,12,261,-549,-131.99998,-560,20766,4176,-712.5,875,-882,-142.00003,1.4053438
65,13,0,,-220.32457,-360.63678,-1436.2294,-366.04938,14813.375,6243.2505,-1315.6216,521.73578,-1819.3705,-625.82239,1.6505518
69,16,16,12,-45.83165,1062.0817,321.82529,533.18738,25794.252,7477.0967,-1381.1945,1099.7126,-538.29907,-187.50748,1.4990717
70,15,16,12,-275.72952,-82.75843,122.41682,-15.330249,17297.439,8337.6777,-656.49585,834.52783,484.69296,-413.22543,.73813111
75,15,,8,-1460.7295,-632.75842,-2226.5833,-1652.3302,,,-1337.1626,-502.47214,,-831.2254,.044660542
76,15,,8,-1038.7295,254.24158,-1691.5831,-579.33026,18345.439,5759.6782,-880.49585,853.52783,-193.30704,-1326.2255,.58918631
78,16,,,-43.83165,-44.918343,-912.17474,-479.81262,19775.252,4525.0967,-1942.6946,131.71262,-782.29907,-1566.5074,.78981262
79,14,11,14,-941.4577,-723.11066,-1089.9296,-864.05939,16375.134,-4280.8252,-1158.5953,-1201.0414,-1690.9104,-1142.1515,-.27310392
82,13,,,-586.32458,632.36322,-264.2294,86.950638,19463.375,6336.2505,-1007.6215,834.73578,-497.37048,-222.82242,.051426206
84,13,6,12,-432.32458,280.36322,-585.22943,60.950634,18575.375,9100.251,-1601.6216,877.73578,-1872.3705,-1538.8224,1.0315452
86,17,12,12,-752,-776,-1026,-621,14265,8939,-1485,-917,-669,-1899,-1.5437738
89,16,6,6,146.16835,16.081659,130.82527,986.18738,22891.252,9037.0967,-1178.6945,1546.7126,-469.29907,-1122.5074,1.4990717
93,14,8,12,-564.4577,-1558.1106,-1205.9296,-1197.0594,10776.134,6744.1748,-1534.5955,-952.04132,-368.91034,-685.15149,-.709032
94,17,10,12,1018,-69.000008,1059,1273,20648,10282,-914.5,713,-154,-276.00003,-.46114615
97,17,12,12,-510,424,-68.999985,228.00002,27742,11077,-1260.5,1082,-494,-630,.24811301
100,16,10,,-1190.8317,-1668.9183,-1765.1747,-1076.8126,10329.252,3077.0964,-1452.1945,-214.28738,-1484.2991,-2013.5074,.60312837
102,15,12,12,-282.72952,36.24157,-293.58316,120.66975,19393.439,14230.678,-1212.4958,423.52786,-749.30701,-595.2254,.77366513
103,14,12,12,203.54231,390.88937,505.0705,-160.0594,23403.133,7240.1748,-890.59534,889.95868,134.08965,-393.15149,.29382682
104,17,13,16,57.000015,-240,148.00002,438,18186,6967,-1295,1095,140,-432.00003,.69608468
105,14,13,16,285.5423,695.88934,592.0705,888.94061,29547.133,11526.175,-419.09537,608.95868,135.08965,-1369.1515,.54682726
106,16,16,12,-136.83165,-244.91833,-173.17473,-318.81262,17594.252,4671.0967,-751.69446,-264.28738,-544.29907,374.49252,
107,15,16,19,716.27051,1171.2416,441.41684,1979.6698,20122.439,9482.6777,-811.49585,1925.5278,303.69296,174.77457,1.3444319
108,13,16,19,110.67543,35.363213,1180.7706,956.95062,19383.375,7828.2505,-196.12149,929.73578,-497.37048,202.17758,.70395875
109,15,12,12,360.27048,931.24158,382.41684,1619.6698,24746.439,11477.678,-1082.4958,1324.5278,-99.30703,-831.2254,.1937779
110,13,12,12,-822.32458,-245.63678,-46.229416,305.95062,21948.375,9068.251,-1052.1216,828.73578,-209.37048,-114.82241,.89886665
111,16,,,410.16833,537.08167,86.825272,1046.1874,20822.252,9076.0967,-1049.6945,1553.7126,53.700935,-599.50745,-1.0020741
112,13,12,12,316.67542,85.363213,-258.2294,315.95062,24781.375,6514.2505,-436.12146,1347.7358,-187.37048,111.17759,.5547936
114,15,12,13,-318.72952,429.24158,-317.58316,968.66974,14971.439,10352.678,-791.49585,827.52783,310.69296,-430.22543,.29129502
121,16,14,14,137.16835,519.08167,383.82529,1008.1874,20730.252,9012.0967,-625.19446,685.71259,-314.29907,-530.50745,.34184095
122,13,14,14,454.67542,2.3632145,1050.7706,-51.049366,24036.375,6517.2505,-316.12149,440.73581,-158.37048,-74.822411,.90191764
126,16,12,,-25.83165,204.08167,-950.17474,-421.81262,18335.252,9183.0967,-989.19446,621.71259,-688.29907,-461.50748,.34184095
127,15,16,16,302.27048,-471.75842,125.41682,461.66974,25572.439,8267.6777,-1513.4958,1339.5278,-72.30703,-277.22543,1.3444319
128,15,16,18,380.27048,230.24158,748.41681,233.66975,27514.439,11004.678,-1025.4958,1096.5278,243.69296,-617.2254,1.3540869
129,17,,17,-731,1149,-1572,125.00002,29005,12030,-1701.5,1934,-2229,-1241,
131,17,16,16,1526,1658,929,1625,18959,11294,485,1513,181,739,
132,14,16,16,1198.5424,959.88934,816.0705,1097.9406,34113.133,7635.1748,63.904633,1412.9586,551.08966,-173.15149,-.12684783
133,15,16,16,-161.72951,1449.2416,46.416824,892.66974,31095.439,12111.678,-1056.9958,1510.5278,-13.30703,-894.2254,.67637742
135,16,18,15,802.16833,1036.0817,1026.8253,1465.1874,20438.252,7890.0967,-323.19446,1869.7126,86.700935,609.49255,-1.2633616
136,14,18,14,930.5423,1432.8894,819.0705,967.94061,24952.133,10303.175,-538.09534,1005.9587,114.08965,-51.151485,1.1996653
137,17,12,,-554,747,-44.999985,735,25979,6269,-963,585,-563,-738,1.4053438
138,13,16,18,238.67543,502.36322,140.77058,127.95064,16583.375,8349.251,-892.62146,410.73581,148.62952,356.17758,-.61930704
139,13,18,16,1157.6754,933.36322,1514.7706,1795.9507,20600.375,11740.251,-167.62149,1460.7358,153.62952,-65.822411,-1.1967407
142,16,10,14,757.16833,250.08167,-300.17471,392.18738,20500.252,8881.0967,-1355.1945,776.71259,-132.29907,-943.50745,
143,16,12,14,117.16835,-667.91833,-186.17473,309.18738,26021.252,11607.097,-914.19446,252.71262,-316.29907,-1058.5074,1.4990717
144,15,16,12,855.27051,48.24157,-425.58316,954.66974,15523.439,6233.6782,-1399.9958,1063.5278,-194.30704,-787.2254,-1.1100048
145,13,16,12,-894.32458,-124.63679,-399.2294,204.95064,17550.375,9167.251,-640.12146,228.73581,57.629524,-127.82241,-.1300938
147,13,12,13,-343.32458,199.36322,289.7706,-27.049364,12836.375,6942.2505,-590.12146,102.7358,-361.37048,267.17758,-1.2631723
149,14,11,11,-1427.4576,-1616.1106,-1484.9296,-1321.0594,11990.134,-520.82538,-1876.0953,-1475.0414,-2033.9104,-1405.1515,.41748455
150,13,11,,-1309.3246,-1671.6368,-698.22943,-1423.0493,19039.375,5740.2505,-1790.6216,217.73581,-2168.3704,-1578.8224,-.25950775
151,15,11,11,-1341.7295,-842.75842,-399.58316,-763.33026,17044.439,7930.6782,-1395.9958,-400.47214,-1479.307,-1236.2255,-.088669583
152,15,12,14,-671.72949,161.24158,-570.58319,-1001.3303,26114.439,5994.6782,-1624.9958,76.527855,-949.30701,-1867.2255,.22840573
153,17,10,13,-1700,-1400,-1025,-856,11568,5934,-1316.5,-654,-1068,-1050,-.38654292
154,17,19,20,1501,1393,1460,1381,25768,5377,-493,1755,277,1078,
155,17,14,18,1106,2033,1056,1370,35591,12022,-290.5,2653,181,638,-1.8050612
156,15,14,18,909.27051,1001.2416,645.41681,1121.6698,15162.439,11288.678,-242.99583,1678.5278,493.69296,618.7746,1.0358734
158,13,16,,488.67542,425.36322,580.77057,-111.04936,19875.375,5307.2505,-689.62146,1457.7358,4.6295238,280.17758,-.26792073
159,17,12,10,-2076,-1690,-1663,-1705,10124,6205,-1524.5,-1977,-2126,-1913,1.4053438
160,16,9,10,-1497.8317,-1494.9183,-1399.1747,-1406.8126,12253.252,3974.0964,-1739.6945,-1082.2874,-2346.2991,-1773.5074,1.4990717
161,15,9,10,-839.72949,-1207.7584,-2136.5833,-1250.3302,8772.4395,5999.6782,-1346.4958,-978.47217,-2046.307,-2461.2253,-1.0719274
164,16,12,12,-223.83165,152.08167,-110.17473,101.18739,23421.252,4461.0967,-1124.6945,344.71262,-914.29907,338.49252,.60312837
165,17,13,12,-380,26.999994,33.000015,-835,32641,6207,-689,1040,-390,-1157,1.4053438
166,15,13,12,67.270493,1162.2416,-114.58318,1101.6698,23992.439,14372.678,-1029.4958,1297.5278,49.69297,-249.22543,.73508012
168,16,13,12,-578.83167,332.08167,-643.17474,-988.81262,11966.252,2322.0964,-839.19446,43.712612,-48.299065,-1364.5074,-1.7113333
169,14,12,20,753.5423,616.88934,419.0705,1042.9406,13972.134,3410.1746,-486.09534,647.95868,108.08965,650.84851,-.47939524
170,13,12,20,-232.32457,579.36322,-698.22943,252.95064,15860.375,6966.2505,-688.62146,714.73578,-251.37048,-950.82239,-.5227946
171,13,12,11,525.67542,524.36322,1006.7706,574.95062,26024.375,13609.251,-715.12146,1333.7358,1119.6295,482.17758,.78618687
175,16,16,18,986.16833,1174.0817,1100.8253,897.18738,21272.252,10650.097,-128.69446,1702.7126,391.70093,154.49252,-1.0020741
176,15,13,18,1060.2705,918.24158,633.41681,830.66974,24413.439,13904.678,22.504166,2266.5278,297.69296,272.77457,.61013919
177,17,16,12,-124.99998,144,-29.999985,.00001278813,16703,5734,-902.5,358.00003,-547,-675,.95737213
181,15,18,20,1217.2705,1848.2416,1781.4169,1783.6698,26563.439,14210.678,-244.99583,2207.5278,162.69296,1376.7745,-.10752493
182,13,18,20,781.67542,1825.3632,783.77057,1819.9507,28076.375,12892.251,-234.12149,2250.7358,201.62952,-451.82242,1.5225599
183,17,16,20,754,204,869,1113,20561,8637,-751.5,688,167,200.99997,-1.3570895
184,13,14,16,477.67542,490.36322,-223.22942,1058.9507,25359.375,6096.2505,-825.62146,811.73578,-385.37048,-626.82239,-.24936721
187,14,12,14,1177.5424,814.88934,672.0705,754.94061,23120.133,6602.1748,341.40463,1362.9586,826.08966,510.84851,.81148499
188,17,12,12,-726,-53.000008,-479.99997,-314,18553,7398,-777,854,-1265,-1418,
191,15,,,421.27048,817.24158,330.41684,287.66974,21652.439,7115.6782,-463.49582,1102.5278,-597.30701,-412.22543,.3588419
193,16,12,10,-2042.8317,89.081657,-852.17474,-1490.8126,18475.252,6130.0967,-1459.6945,-797.28741,-1653.2991,-1568.5074,1.4990717
194,17,14,,775,856,-532,-244.99998,14977,6540,-869.5,610,-215,-604,-.83451462
198,17,11,12,38.000015,-518,-359.99997,126.00002,18565,8337,-638,-611,-326,-389.00003,.24811301
199,15,17,16,1175.2705,668.24158,375.41684,-200.33025,17022.439,5006.6782,-701.99585,244.52786,1309.693,1094.7745,.39478782
201,14,18,18,1034.5424,1514.8894,1047.0704,1287.9406,29785.133,11007.175,-588.09534,2711.9587,620.08966,-435.15149,-2.1343155
202,15,12,12,-499.72952,62.24157,-792.58319,-274.33026,21786.439,5684.6782,-438.99585,734.52783,383.69296,-13.22543,.35415536
203,13,12,12,138.67543,429.36322,-516.22943,673.95062,20493.375,10064.251,-625.12146,316.73581,-15.370476,-1434.8224,.7796551
204,16,15,14,671.16833,581.08167,394.82529,1144.1874,15158.252,7211.0967,-484.69446,-30.287388,101.70094,730.49255,1.4990717
207,16,12,8,425.16833,1374.0817,37.825272,450.18738,25157.252,9882.0967,-1190.6945,1667.7126,-621.29907,4.492527,
208,13,12,8,-240.32457,751.36322,-183.22942,795.95062,28626.375,12364.251,-957.62146,1586.7358,40.629524,19.177586,.22146948
213,15,12,8,26.270493,-226.75842,-1038.5831,-87.330246,22011.439,10757.678,-1585.4958,1402.5278,-582.30701,-987.2254,-.89244068
214,15,12,16,-701.72949,14.241571,68.416824,315.66974,21849.439,11041.678,-1424.4958,860.52783,-961.30701,-1633.2255,.11024287
219,15,18,15,694.27051,411.24158,780.41681,1300.6698,11151.439,8964.6777,-1122.9958,731.52783,258.69296,830.7746,-.82406771
220,13,12,14,187.67543,651.36322,144.77058,329.95062,18567.375,9600.251,-377.12149,1360.7358,228.62952,-124.82241,.87795055
221,13,14,18,608.67542,89.363213,450.7706,1142.9507,21145.375,12838.251,-1074.1216,1143.7358,-357.37048,154.17758,-1.6292461
222,16,9,12,930.16833,217.08167,428.82529,-245.81261,19229.252,11144.097,-861.19446,1134.7126,-353.29907,-1298.5074,-.55410248
223,16,9,12,253.16835,573.08167,978.82526,864.18738,28075.252,9622.0967,-638.69446,1214.7126,-119.29906,-275.50748,1.4990717
224,15,12,12,69.270493,-836.75842,1.4168247,89.669754,23879.439,8827.6777,-1426.9958,5.5278587,-1132.307,-970.2254,.23327012
225,17,14,12,765,30.999994,485.00003,596,17940,5302,419,-531,-20.999992,1705,-1.8050612
226,16,9,,-1127.8317,-2361.9185,-1034.1747,-847.81262,17880.252,4890.0967,-1387.6945,-2353.2874,-1307.2991,-1349.5074,
228,13,15,15,-56.32457,-364.63678,-1212.2294,-15.049365,15486.375,6814.2505,-475.12146,873.73578,-222.37048,84.177589,-.14653273
229,13,16,,237.67543,819.36322,1004.7706,739.95062,28282.375,11602.251,-304.62149,1326.7358,485.62952,664.17761,.61918837
230,13,12,12,51.67543,139.36322,606.77057,641.95062,20282.375,9757.251,-680.62146,65.735802,-1.370476,150.17758,-.17376013
235,16,10,15,-368.83167,222.08167,23.825272,12.18739,24209.252,12821.097,-1321.6945,1058.7126,-4.2990651,-182.50748,1.4990717
238,16,,,-409.83167,1133.0817,-701.17474,938.18738,28867.252,12643.097,-1057.6945,1631.7126,68.700935,-797.50745,-1.0020741
241,14,18,16,477.5423,-94.110634,-377.9295,761.94061,19873.133,6729.1748,-719.09534,631.95868,-665.91034,-532.15149,.27438745
242,13,18,16,431.67542,-114.63679,-381.2294,-119.04936,18098.375,6078.2505,-480.12146,1048.7358,25.629524,217.17758,.50810695
243,14,12,12,-677.4577,-789.11066,17.07048,-616.05939,15134.134,6277.1748,-1220.0953,466.95868,-892.91034,-1085.1515,.27438745
244,14,12,12,-1144.4576,-2819.1106,85.07048,-1500.0594,,,,-1761.0414,,,-1.3299105
245,13,,,-116.32457,-512.63678,28.770584,690.95062,18268.375,5691.2505,-1187.1215,1206.7358,-847.37048,-979.82239,-.22360641
246,17,,15,1744,1283,805,418,16448,7315,-482,1504,943,970,.69608468
247,15,13,13,76.270493,965.24158,293.41684,1567.6698,34963.438,14624.678,-750.49585,1086.5278,-308.30704,-37.22543,-.13817236
248,14,13,13,627.5423,135.88937,745.0705,1570.9406,33120.133,7861.1748,-853.59534,1902.9586,145.08965,-332.15149,.83550221
251,15,11,14,784.27051,89.24157,-308.58316,807.66974,16070.439,9643.6777,-343.49585,1258.5278,1224.693,635.7746,.294346
252,13,11,14,1467.6754,-508.63678,766.77057,489.95062,17242.375,7896.2505,-553.62146,230.73581,108.62952,-91.822411,-1.0466533
254,16,18,16,1156.1683,254.08167,-90.174728,74.187393,18021.252,4631.0967,-618.69446,896.71259,545.70093,1350.4926,.34184095
258,15,12,14,809.27051,9.2415714,-746.58319,-782.33026,14693.439,9118.6777,-860.99585,890.52783,-694.30701,32.77457,.38075194
260,17,14,,-765,-683,-1309,-887,21253,4233,-1412.5,225.00003,-1001,-333.00003,-1.2824864
261,14,12,,-592.4577,-658.11066,-1683.9296,-789.05939,20116.133,5888.1748,-533.09534,-230.04132,-460.91034,-564.15149,-.45521879
263,14,8,,-626.4577,-563.11066,378.0705,-1125.0594,12225.134,-2668.8254,-890.09534,253.95868,-1135.9104,-98.151482,-.73184019
264,15,,,343.27048,-255.75842,327.41684,-410.33026,16979.439,7543.6782,-505.49585,1429.5278,-11.30703,-465.22543,-.11571692
265,14,6,6,-725.4577,-615.11066,-1587.9296,-499.05942,17840.133,5871.1748,-839.59534,-1061.0414,-1983.9104,-534.15149,-.30131236
267,17,13,12,902,1027,510.00003,900,22287,4920,-936.5,1419,10.000008,85.999977,.24811301
268,16,11,11,-115.83165,-318.91833,-286.17471,-105.81261,15863.252,4053.0964,-131.19446,-39.287388,-185.29907,-407.50748,-.10613076
269,16,16,12,220.16835,-281.91833,553.82526,246.18739,14552.252,6905.0967,-579.19446,266.71262,15.700935,-810.50745,
270,13,16,12,-66.32457,283.36322,899.77057,1018.9506,23793.375,6155.2505,-915.12152,1020.7358,-422.37048,-1165.8224,-.95123953
271,15,12,12,-1373.7295,-700.75842,-1408.5831,-857.33026,18585.439,5960.6782,-975.99585,-196.47214,-1313.307,-1349.2255,-.49328515
278,17,14,16,676,396,127.00002,66.000015,14908,7704,-681.5,893,31.000008,-463.00003,.69608468
281,13,11,,-387.32458,277.36322,-525.22943,-441.04938,20236.375,8343.251,-792.62146,1028.7358,81.629524,-122.82241,-1.3402015
282,17,14,12,-340,-576,-364.99997,-219.99998,8036,5128,-400.5,-728,-229,-653,-1.0958021
283,13,14,12,1002.6754,572.36322,592.77057,330.95062,24036.375,8328.251,-559.62146,738.73578,196.62952,-317.82242,.21553668
284,16,12,10,-215.83165,-1540.9183,-919.17474,-870.81262,6283.2515,2727.0964,-1609.1945,-1255.2874,-1777.2991,-950.50745,1.0511
285,16,11,9,-425.83167,-131.91833,-201.17473,-1068.8126,16283.252,7880.0967,-824.19446,154.71262,-528.29907,-735.50745,1.0511
287,17,12,12,-53.999985,-436,-891,-906,18983,5522,-460,40.000027,-768,-1047,-.46114615
288,14,12,12,-243.45769,304.88937,-1088.9296,-956.05939,21242.133,6022.1748,-248.59537,617.95868,24.089653,-468.15149,.30193749
289,13,12,12,-187.32457,-361.63678,-415.2294,356.95062,20198.375,10994.251,-602.62146,337.73581,-882.37048,-248.82242,.26904398
290,13,14,12,-275.32458,354.36322,101.77058,-121.04936,21315.375,5497.2505,-714.12146,146.73581,-342.37048,-339.82242,.35756451
291,17,12,12,-129.99998,-611,335.00003,386,22197,12508,-783,718,-797,34.999973,1.4053438
292,13,14,12,-383.32458,-513.63678,-171.22942,2.9506354,23678.375,8565.251,-1061.1216,880.73578,-866.37048,-717.82239,.35548419
293,14,12,12,343.5423,454.88937,667.0705,1333.9406,30000.133,16277.175,-743.09534,1595.9586,150.08965,-412.15149,1.0017065
294,15,12,12,934.27051,325.24158,342.41684,750.66974,19320.439,11900.678,-606.49585,424.52786,912.69299,269.77457,1.028136
296,16,11,14,-1189.8317,-757.91833,-1701.1747,-1299.8126,14912.252,7625.0967,-1480.6945,-953.28741,-1741.2991,-797.50745,.78981262
297,13,11,14,-557.32458,-1571.6368,-1092.2294,-335.04938,15615.375,-1109.7495,-1051.1215,-101.2642,-1058.3705,-522.82239,-.19019902
298,14,18,16,1044.5424,1150.8894,905.0705,1266.9406,22713.133,11043.175,-386.59537,1930.9586,369.08966,172.84851,-.36574477
299,16,12,12,-798.83167,-17.918341,-771.17474,-1214.8126,22251.252,9235.0967,-999.69446,-169.28738,-817.29907,-20.507473,-.3674182
304,14,,,705.5423,534.88934,847.0705,730.94061,19057.133,6966.1748,-460.09534,775.95868,315.08966,24.848515,.39235458
306,17,,,-598,35.999992,640,-303,11982,6213,-1305.5,1119,-63.999992,-1142,.69608468
307,17,,,1808,999,75.000015,1802,6426,7133,-1260,1778,174,572,1.4053438
309,16,,,-964.83167,-1002.9183,-669.17474,-229.81261,20018.252,5250.0967,-1490.1945,602.71259,-1098.2991,-710.50745,-.29281497
310,15,,,-424.72952,-330.75842,632.41681,-140.33025,15569.439,5203.6782,-819.49585,189.52786,-452.30704,-1209.2255,1.3856364
311,15,,,355.27048,779.24158,261.41684,648.66974,30465.439,7248.6782,-690.99585,744.52783,-133.30704,-68.225426,1.1150446
312,15,,,963.27051,885.24158,14.416824,1071.6698,22555.439,10696.678,-592.49585,1241.5278,122.69297,93.774574,1.226095
313,16,12,16,1387.1683,1344.0817,1168.8253,1095.1874,29753.252,12490.097,-551.19446,2117.7126,124.70094,1014.4926,-.3674182
314,13,12,16,1701.6754,1904.3632,1071.7706,1043.9507,32808.375,13822.251,-665.12146,2500.7358,747.62952,296.17758,-.56529331
315,15,16,16,-968.72949,32.24157,-709.58319,-28.330248,17232.439,3369.6782,-1428.9958,105.52785,-781.30701,-1138.2255,.70803279
321,16,12,12,877.16833,-271.91833,605.82526,568.18738,11374.252,2440.0964,-320.69446,871.71259,44.700935,528.49255,-.55410248
322,15,13,12,-119.72951,-918.75842,825.41681,706.66974,14220.439,4009.6782,-1007.4958,312.52786,-121.30703,-235.22543,.36126205
323,17,14,15,2213,571,1292,825,23346,10449,31.00001,1741,1357,2409,-1.8050612
325,13,13,12,-358.32458,-1858.6368,-189.22942,-649.04938,20178.375,9900.251,-726.12146,617.73578,-498.37048,-894.82239,.60676432
326,17,12,14,1113,-589,1156,-1812,,,,-320.99997,,,.69608468
328,13,12,12,591.67542,14.363214,290.7706,135.95064,25023.375,7759.2505,-663.12146,363.73581,125.62952,-587.82239,.86443371
329,13,12,14,270.67542,114.36321,199.77058,832.95062,24533.375,8747.251,-1181.6215,729.73578,188.62952,-184.82242,-1.482419
332,17,,,1380,900,1461,1809,33378,11418,-508.5,2196,109.00001,1370,.24811301
333,15,,,-488.72952,-87.75843,-274.58316,-652.33026,21857.439,6227.6782,-848.49585,810.52783,-964.30701,-972.2254,.9485141
334,13,20,,207.67543,469.36322,831.77057,401.95062,27694.375,7527.2505,-847.12152,955.73578,231.62952,-609.82239,.82889968
335,17,12,12,382,143,642,1002,32633,10828,-765.5,1112,-4.9999928,-466.00003,
337,14,16,16,205.54231,951.88934,408.0705,-34.059406,26604.133,11707.175,-545.09534,1664.9586,-365.91034,657.84851,-.21070556
338,16,18,20,1238.1683,1166.0817,878.82526,720.18738,29349.252,6929.0967,-889.69446,1677.7126,-46.299065,-962.50745,
339,16,10,11,-385.83167,1077.0817,48.825272,-319.81262,33152.25,6344.0967,-1165.1945,1610.7126,-763.29907,-1295.5074,-.55410248
340,16,11,9,-967.83167,-611.91833,-1207.1747,-540.81262,20213.252,8349.0967,-1206.1945,215.71262,-771.29907,-526.50745,-4.5483699
341,14,11,9,100.54231,453.88937,-1092.9296,321.94058,24316.133,9005.1748,-1762.0955,1424.9586,-169.91035,-1083.1515,.53372777
346,13,12,10,-662.32458,281.36322,-1166.2294,-1107.0493,25709.375,7026.2505,-1207.1215,107.7358,-537.37048,-847.82239,-2.7013154
362,16,4,4,-83.83165,240.08167,313.82529,665.18738,18076.252,3664.0964,-1479.6945,893.71259,-332.29907,-1722.5074,1.4990717
363,14,4,4,-83.457687,-29.110632,-183.92952,-439.05942,18785.133,8171.1748,-1195.5953,881.95868,-721.91034,-615.15149,-.43913925
364,13,3,,-487.32458,,,,,,,,,,-1.9324178
366,17,8,9,-869,628,-803,-469,25813,10585,-1320,736,-378,-1578,.95737213
367,16,8,9,-649.83167,188.08167,-207.17473,541.18738,16541.252,4478.0967,-1066.6945,554.71259,214.70093,-559.50745,-.81538987
368,16,6,3,-1220.8317,-606.91833,-1119.1747,-929.81262,22171.252,5076.0967,-1511.6945,-518.28741,-832.29907,-1387.5074,-1.8980175
